locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Xiphophorus_maculatus.X_maculatus.5.0.male.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Oryzias_melastigma.Om_v0.7.RACA.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Lepisosteus_oculatus.LepOcu1.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Danio_rerio.GRCz11.pep.all.vs.Indian.medaka.pep.all.txt.RBH,geneID,diffexpressed,Entrenz_id,Species,gene_name,gene
FQA47_008605,77.92204746,0.974310833,0.422733405,2.304787892,0.021178456,0.428530438,ENSXMAG00000005976,ENSOMEG00000006910,ENSLOCG00000009480,ENSDARG00000071095,ENSOMEG00000006910,UP,112142214,Oryzias melastigma,target of Nesh-SH3(LOC112142214),LOC112142214
FQA47_003893,178.6566443,-0.386859429,0.17661428,-2.190419879,0.0284938,0.480369234,ENSXMAG00000016691,ENSOMEG00000009092,ENSLOCG00000006055,ENSDARG00000087640,ENSOMEG00000009092,DOWN,112159667,Oryzias melastigma,NSFL1 (p97) cofactor (p47)(nsfl1c),nsfl1c
FQA47_015176,138.9723199,-0.644678731,0.246460852,-2.61574496,0.008903303,0.288013353,ENSXMAG00000004536,ENSOMEG00000004780,ENSLOCG00000015432,ENSDARG00000055360,ENSOMEG00000004780,DOWN,112155432,Oryzias melastigma,"LLP homolog, long-term synaptic facilitation factor(llph)",llph
FQA47_014894,165.9457201,-0.46567641,0.234261551,-1.987848229,0.046828478,0.58782124,ENSXMAG00000006041,ENSOMEG00000016203,ENSLOCG00000001149,ENSDARG00000041493,ENSOMEG00000016203,DOWN,112151571,Oryzias melastigma,importin 4(ipo4),ipo4
FQA47_003357,164.275976,-0.633804387,0.260361274,-2.43432665,0.014919524,0.367893553,ENSXMAG00000020953,ENSOMEG00000008746,ENSLOCG00000014518,ENSDARG00000105863,ENSOMEG00000008746,DOWN,112158625,Oryzias melastigma,uncharacterized wu:fl23c11(wu:fl23c11),wu:fl23c11
FQA47_007789,35.97989894,0.947460385,0.411316224,2.303484107,0.02125162,0.429055008,ENSXMAG00000018416,ENSOMEG00000018091,ENSLOCG00000004612,ENSDARG00000068191,ENSOMEG00000018091,UP,112160427,Oryzias melastigma,"cadherin 15, type 1, M-cadherin (myotubule)(cdh15)",cdh15
FQA47_012849,669.5732101,0.250910854,0.108998956,2.301956492,0.021337626,0.429055008,ENSXMAG00000015559,ENSOMEG00000014343,ENSLOCG00000003316,ENSDARG00000104082,ENSOMEG00000014343,UP,112162589,Oryzias melastigma,trichorhinophalangeal syndrome I(trps1),trps1
FQA47_001408,180.001929,-0.472331382,0.208811035,-2.26200393,0.023697161,0.446413719,ENSXMAG00000000292,ENSOMEG00000012552,ENSLOCG00000012603,ENSDARG00000105321,ENSOMEG00000012552,DOWN,112137597,Oryzias melastigma,"ASPSCR1 tether for SLC2A4, UBX domain containing(aspscr1)",aspscr1
FQA47_005978,204.6293924,-0.32527564,0.161824968,-2.010046063,0.044426314,0.578775274,ENSXMAG00000002829,ENSOMEG00000012981,ENSLOCG00000013488,ENSDARG00000029215,ENSOMEG00000012981,DOWN,112138214,Oryzias melastigma,ubiquitin-conjugating enzyme E2Z(ube2z),ube2z
FQA47_007872,696.0138275,0.284195273,0.123741051,2.296693534,0.021636259,0.430032662,ENSXMAG00000011201,ENSOMEG00000007997,ENSLOCG00000008884,ENSDARG00000034693,ENSOMEG00000007997,UP,112139121,Oryzias melastigma,"Myb-like, SWIRM and MPN domains 1(mysm1)",mysm1
FQA47_021301,145.0012852,-0.605005734,0.274504608,-2.203991175,0.027524965,0.474198747,ENSXMAG00000012387,ENSOMEG00000002335,ENSLOCG00000006222,ENSDARG00000063519,ENSOMEG00000002335,DOWN,112141567,Oryzias melastigma,pleckstrin homology domain containing B1(plekhb1),plekhb1
FQA47_024436,216.50694,-0.44027189,0.162652602,-2.706823537,0.006793035,0.249645585,ENSXMAG00000018784,ENSOMEG00000000293,ENSLOCG00000003939,ENSDARG00000071683,ENSOMEG00000000293,DOWN,112150398,Oryzias melastigma,zinc finger RNA binding protein 2(zfr2),zfr2
FQA47_002318,192.596679,-0.521962351,0.23527499,-2.218520339,0.026519374,0.468572355,ENSXMAG00000013521,ENSOMEG00000023264,ENSLOCG00000011606,ENSDARG00000059923,ENSOMEG00000023264,DOWN,112139322,Oryzias melastigma,solute carrier family 25 member 47a(slc25a47a),slc25a47a
FQA47_006678,179.4259227,-0.671304712,0.189913833,-3.534785752,0.000408106,0.050064934,ENSXMAG00000000160,ENSOMEG00000006695,ENSLOCG00000014151,ENSDARG00000006272,ENSOMEG00000006695,DOWN,112144236,Oryzias melastigma,MAGUK p55 subfamily member 5-A(LOC112144236),LOC112144236
FQA47_016095,212.7193888,-0.422161944,0.168276539,-2.508739166,0.012116292,0.33048454,ENSXMAG00000010883,ENSOMEG00000007028,ENSLOCG00000005163,ENSDARG00000070686,ENSOMEG00000007028,DOWN,112140007,Oryzias melastigma,CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)(cdipt),cdipt
FQA47_022633,765.7237239,0.348370075,0.151683382,2.296692438,0.021636321,0.430032662,ENSXMAG00000009479,ENSOMEG00000006320,ENSLOCG00000009632,ENSDARG00000059097,ENSOMEG00000006320,UP,112151179,Oryzias melastigma,natural killer cell triggering receptor(nktr),nktr
FQA47_025613,169.4676269,0.528448294,0.230258515,2.295021725,0.021731879,0.430803546,ENSXMAG00000008521,ENSOMEG00000021016,ENSLOCG00000013257,ENSDARG00000018687,ENSOMEG00000021016,UP,112158870,Oryzias melastigma,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)(itga5)",itga5
FQA47_006758,129.6472836,0.434424317,0.189442087,2.293177419,0.021837793,0.431555569,ENSXMAG00000017495,ENSOMEG00000011844,ENSLOCG00000001317,ENSDARG00000039302,ENSOMEG00000011844,UP,112160657,Oryzias melastigma,telomeric repeat binding factor a(terfa),terfa
FQA47_025540,180.4235303,-0.694393088,0.179545027,-3.867515011,0.00010995,0.022885835,ENSXMAG00000021654,ENSOMEG00000019525,ENSLOCG00000015088,ENSDARG00000103537,ENSOMEG00000019525,DOWN,112157495,Oryzias melastigma,"tubulin tyrosine ligase-like family, member 12(ttll12)",ttll12
FQA47_007873,147.9507627,0.543831412,0.237543368,2.289398425,0.022056214,0.433510439,ENSXMAG00000011200,ENSOMEG00000007913,ENSLOCG00000008868,ENSDARG00000090503,ENSOMEG00000007913,UP,112139122,Oryzias melastigma,OMA1 zinc metallopeptidase(oma1),oma1
FQA47_013867,180.1021167,-0.47383828,0.205857104,-2.301782509,0.02134744,0.429055008,ENSXMAG00000019356,ENSOMEG00000012067,ENSLOCG00000013529,ENSDARG00000054807,ENSOMEG00000012067,DOWN,112141947,Oryzias melastigma,"SEC13 homolog, nuclear pore and COPII coat complex component(sec13)",sec13
FQA47_003642,171.0079042,-0.953096916,0.43701552,-2.180922351,0.02918916,0.486093021,ENSXMAG00000025890,ENSOMEG00000017942,ENSLOCG00000008651,ENSDARG00000014916,ENSOMEG00000017942,DOWN,112154795,Oryzias melastigma,solute carrier family 10 member 2(slc10a2),slc10a2
FQA47_012604,2290.858153,0.672137915,0.293759576,2.288054484,0.022134348,0.434709701,ENSXMAG00000003458,ENSOMEG00000009066,ENSLOCG00000003613,ENSDARG00000020467,ENSOMEG00000009066,UP,112150316,Oryzias melastigma,scaffold attachment factor B(safb),safb
FQA47_019666,193.5293725,-0.649411665,0.230685927,-2.815133436,0.004875698,0.211646986,ENSXMAG00000014808,ENSOMEG00000011062,ENSLOCG00000014729,ENSDARG00000002184,ENSOMEG00000011062,DOWN,112153180,Oryzias melastigma,immunoglobulin (CD79A) binding protein 1(igbp1),igbp1
FQA47_023768,22.09384705,0.933365443,0.408313427,2.285904361,0.022259854,0.436162608,ENSXMAG00000015844,ENSOMEG00000001528,ENSLOCG00000010141,ENSDARG00000053241,ENSOMEG00000001528,UP,112154951,Oryzias melastigma,arylsulfatase H(arsh),arsh
FQA47_000522,196.1708266,-0.635626542,0.278441707,-2.282799329,0.022442192,0.437128082,ENSXMAG00000008818,ENSOMEG00000002475,ENSLOCG00000004503,ENSDARG00000008880,ENSOMEG00000002475,DOWN,112142677,Oryzias melastigma,ubiquitin specific peptidase 28(usp28),usp28
FQA47_019914,268.1054661,0.557289204,0.243934064,2.284589512,0.022336909,0.436453085,ENSXMAG00000018976,ENSOMEG00000005383,ENSLOCG00000001193,ENSDARG00000103586,ENSOMEG00000005383,UP,112158992,Oryzias melastigma,uncharacterized LOC112158992(LOC112158992),LOC112158992
FQA47_005835,162.8429208,-0.669690074,0.297578492,-2.250465314,0.024419423,0.451643719,ENSXMAG00000025145,ENSOMEG00000000411,ENSLOCG00000014114,ENSDARG00000089217,ENSOMEG00000000411,DOWN,112152295,Oryzias melastigma,ubiquitin-associated protein 1-like(LOC112152295),LOC112152295
FQA47_019162,218.0157573,-0.38302086,0.182512777,-2.098597512,0.035852396,0.529939314,ENSXMAG00000028307,ENSOMEG00000003570,ENSLOCG00000007671,ENSDARG00000059906,ENSOMEG00000003570,DOWN,112145552,Oryzias melastigma,syndecan 4(sdc4),sdc4
FQA47_019082,189.8390848,-0.556532236,0.248099877,-2.243178203,0.024885325,0.452812967,ENSXMAG00000023265,ENSOMEG00000012968,ENSLOCG00000000419,ENSDARG00000103271,ENSOMEG00000012968,DOWN,112152629,Oryzias melastigma,"phospholipase A2, group XV(pla2g15)",pla2g15
FQA47_004169,241.6555519,-0.362744001,0.184801254,-1.962887115,0.049659292,0.60026383,ENSXMAG00000028101,ENSOMEG00000021357,ENSLOCG00000010603,ENSDARG00000061363,ENSOMEG00000021357,DOWN,112151012,Oryzias melastigma,glucose-fructose oxidoreductase domain containing 1(gfod1),gfod1
FQA47_003688,192.5426065,-0.412449544,0.195479109,-2.109941802,0.034863369,0.522004949,ENSXMAG00000001060,ENSOMEG00000015003,ENSLOCG00000012661,ENSDARG00000001057,ENSOMEG00000015003,DOWN,112144603,Oryzias melastigma,bystin-like(bysl),bysl
FQA47_024968,266.7366208,0.406514922,0.177954345,2.284377621,0.022349348,0.436453085,ENSXMAG00000000262,ENSOMEG00000016548,ENSLOCG00000017222,ENSDARG00000077788,ENSOMEG00000016548,UP,112149168,Oryzias melastigma,Rho guanine nucleotide exchange factor (GEF) 10(arhgef10),arhgef10
FQA47_023725,41.628408,0.643741381,0.282432951,2.279271515,0.02265093,0.438747309,ENSXMAG00000003276,ENSOMEG00000010735,ENSLOCG00000010181,ENSDARG00000102705,ENSOMEG00000010735,UP,112162949,Oryzias melastigma,OTU deubiquitinase 6B(otud6b),otud6b
FQA47_002947,170.2167042,-0.532374045,0.210618466,-2.527670318,0.011482212,0.323923807,ENSXMAG00000015895,ENSOMEG00000005990,ENSLOCG00000010562,ENSDARG00000091734,ENSOMEG00000005990,DOWN,112150481,Oryzias melastigma,adapter protein CIKS(LOC112150481),LOC112150481
FQA47_013241,191.5485897,-0.605072536,0.265100321,-2.282428532,0.022464052,0.437128082,ENSXMAG00000017640,ENSOMEG00000009632,ENSLOCG00000009768,ENSDARG00000004687,ENSOMEG00000009632,DOWN,112143526,Oryzias melastigma,acetyl-CoA acyltransferase 1(acaa1),acaa1
FQA47_021876,223.2063044,-0.644208312,0.241878288,-2.663357336,0.007736521,0.269478908,ENSXMAG00000016869,ENSOMEG00000000960,ENSLOCG00000007030,ENSDARG00000071116,ENSOMEG00000000960,DOWN,112160927,Oryzias melastigma,endonuclease/exonuclease/phosphatase family domain containing 1(eepd1),eepd1
FQA47_014168,694.3581291,0.322486465,0.141884203,2.272884921,0.023033116,0.439776648,ENSXMAG00000025385,ENSOMEG00000004833,ENSLOCG00000000878,ENSDARG00000075532,ENSOMEG00000004833,UP,112137383,Oryzias melastigma,solute carrier family 4 member 11(slc4a11),slc4a11
FQA47_012840,197.7356023,-0.584161054,0.232929451,-2.507888343,0.012145504,0.330925888,ENSXMAG00000028054,ENSOMEG00000004532,ENSLOCG00000001865,ENSDARG00000042033,ENSOMEG00000004532,DOWN,112144193,Oryzias melastigma,N-terminal Xaa-Pro-Lys N-methyltransferase 1(ntmt1),ntmt1
FQA47_007541,1558.618292,0.192280802,0.084737111,2.269145125,0.023259502,0.441635439,ENSXMAG00000023162,ENSOMEG00000002073,ENSLOCG00000010900,ENSDARG00000077060,ENSOMEG00000002073,UP,112144810,Oryzias melastigma,RNA binding motif protein 6(rbm6),rbm6
FQA47_010306,168.18084,-0.521326411,0.233401008,-2.233608224,0.025508862,0.459981589,ENSXMAG00000005592,ENSOMEG00000023614,ENSLOCG00000014559,ENSDARG00000025679,ENSOMEG00000023614,DOWN,112145027,Oryzias melastigma,catechol-O-methyltransferase b(comtb),comtb
FQA47_007397,210.2738252,-0.387771211,0.195742602,-1.98102614,0.047588342,0.591663101,ENSXMAG00000004337,ENSOMEG00000016577,ENSLOCG00000016228,ENSDARG00000036865,ENSOMEG00000016577,DOWN,112158200,Oryzias melastigma,solute carrier family 2 member 12(slc2a12),slc2a12
FQA47_025159,234.3030451,-0.331910874,0.162308431,-2.044939208,0.040860852,0.553988506,ENSXMAG00000010262,ENSOMEG00000002039,ENSLOCG00000016879,ENSDARG00000011055,ENSOMEG00000002039,DOWN,112162059,Oryzias melastigma,F-box protein 9(fbxo9),fbxo9
FQA47_021860,180.075601,-0.470278188,0.192904296,-2.437883436,0.014773537,0.365345838,ENSXMAG00000003488,ENSOMEG00000006005,ENSLOCG00000000848,ENSDARG00000039980,ENSOMEG00000006005,DOWN,112162295,Oryzias melastigma,"palmitoyl-protein thioesterase 1 (ceroid-lipofuscinosis, neuronal 1, infantile)(ppt1)",ppt1
FQA47_021802,210.6846745,-0.46434169,0.216321511,-2.146534981,0.031830321,0.502352165,ENSXMAG00000029710,ENSOMEG00000009181,ENSLOCG00000011589,ENSDARG00000053021,ENSOMEG00000009181,DOWN,112136384,Oryzias melastigma,G-rich RNA sequence binding factor 1(grsf1),grsf1
FQA47_016106,219.5404228,-0.460857928,0.209813746,-2.196509704,0.028055481,0.478469371,ENSXMAG00000012986,ENSOMEG00000014349,ENSLOCG00000013787,ENSDARG00000070261,ENSOMEG00000014349,DOWN,112146216,Oryzias melastigma,cytokine receptor-like factor 3(crlf3),crlf3
FQA47_025162,231.0232705,-0.517288713,0.206702514,-2.502575824,0.012329321,0.332721342,ENSXMAG00000009382,ENSOMEG00000001713,ENSLOCG00000016997,ENSDARG00000035005,ENSOMEG00000001713,DOWN,112162175,Oryzias melastigma,BCL2 associated athanogene 2(bag2),bag2
FQA47_009513,265.321707,-0.395616543,0.196899267,-2.009233195,0.044512409,0.578775274,ENSXMAG00000012902,ENSOMEG00000001380,ENSLOCG00000001652,ENSDARG00000042751,ENSOMEG00000001380,DOWN,112151499,Oryzias melastigma,RIO kinase 3 (yeast)(riok3),riok3
FQA47_003473,213.2579808,-0.444384263,0.197227191,-2.253159221,0.024249112,0.450221132,ENSXMAG00000001329,ENSOMEG00000014800,ENSLOCG00000015870,ENSDARG00000039346,ENSOMEG00000014800,DOWN,112140370,Oryzias melastigma,NADH:ubiquinone oxidoreductase subunit A5(ndufa5),ndufa5
FQA47_000606,236.981933,-0.385779813,0.14503529,-2.659903079,0.007816314,0.270256922,ENSXMAG00000001614,ENSOMEG00000011404,ENSLOCG00000001809,ENSDARG00000010381,ENSOMEG00000011404,DOWN,112162579,Oryzias melastigma,E3 ubiquitin-protein ligase RING2-A(LOC112162579),LOC112162579
FQA47_009856,61.02657147,0.599495731,0.264559985,2.266010604,0.023450734,0.442936767,ENSXMAG00000001895,ENSOMEG00000018389,ENSLOCG00000005643,ENSDARG00000069538,ENSOMEG00000018389,UP,112136125,Oryzias melastigma,"general transcription factor IIIC, polypeptide 4(gtf3c4)",gtf3c4
FQA47_006118,232.5855556,-0.439064526,0.183215833,-2.396433311,0.016555506,0.385403418,ENSXMAG00000013241,ENSOMEG00000005182,ENSLOCG00000004999,ENSDARG00000018853,ENSOMEG00000005182,DOWN,112136663,Oryzias melastigma,"beta-1,4-galactosyltransferase 3(si:dkey-199f5.8)",si:dkey-199f5.8
FQA47_021879,175.9062528,-0.890954466,0.2070324,-4.303454267,1.68E-05,0.00723753,ENSXMAG00000016868,ENSOMEG00000021455,ENSLOCG00000011056,ENSDARG00000016375,ENSOMEG00000021455,DOWN,112160916,Oryzias melastigma,asparagine synthetase(asns),asns
FQA47_020025,33.52801323,0.857939961,0.379185688,2.262585293,0.023661266,0.446068432,ENSXMAG00000016349,ENSOMEG00000009570,ENSLOCG00000012502,ENSDARG00000021982,ENSOMEG00000009570,UP,112139918,Oryzias melastigma,SH3-domain binding protein 2(sh3bp2),sh3bp2
FQA47_010768,153.4346784,-0.705658444,0.319149688,-2.211057914,0.027031827,0.469846825,ENSXMAG00000014967,ENSOMEG00000021603,ENSLOCG00000010850,ENSDARG00000096979,ENSOMEG00000021603,DOWN,112149277,Oryzias melastigma,NPC intracellular cholesterol transporter 2(LOC112149277),LOC112149277
FQA47_000322,266.5299746,0.3717257,0.164418622,2.260849135,0.023768601,0.44680965,ENSXMAG00000022564,ENSOMEG00000007929,ENSLOCG00000003347,ENSDARG00000074453,ENSOMEG00000007929,UP,112153166,Oryzias melastigma,zinc finger protein 711(znf711),znf711
FQA47_004547,211.4199954,-0.577571038,0.207390169,-2.784948977,0.005353615,0.219273695,ENSXMAG00000001397,ENSOMEG00000004830,ENSLOCG00000006491,ENSDARG00000007744,ENSOMEG00000004830,DOWN,112149255,Oryzias melastigma,TSR1 ribosome maturation factor(tsr1),tsr1
FQA47_012284,218.7428244,-0.699182496,0.243348188,-2.873177321,0.00406366,0.191908892,ENSXMAG00000025998,ENSOMEG00000004878,ENSLOCG00000000356,ENSDARG00000019404,ENSOMEG00000004878,DOWN,112136984,Oryzias melastigma,ATP synthase F1 subunit delta(atp5f1d),atp5f1d
FQA47_013038,238.3482676,-0.475793091,0.201128305,-2.365619748,0.017999921,0.397447768,ENSXMAG00000028496,ENSOMEG00000021884,ENSLOCG00000011632,ENSDARG00000021250,ENSOMEG00000021884,DOWN,112137864,Oryzias melastigma,solute carrier family 25 member 48(slc25a48),slc25a48
FQA47_017323,349.2098576,0.309983197,0.137151504,2.260151642,0.023811841,0.44724696,ENSXMAG00000025139,ENSOMEG00000004829,ENSLOCG00000006529,ENSDARG00000068247,ENSOMEG00000004829,UP,112160903,Oryzias melastigma,leucine zipper protein 2(luzp2),luzp2
FQA47_022571,230.6397833,-0.395212617,0.139708029,-2.828846834,0.004671605,0.20631433,ENSXMAG00000006828,ENSOMEG00000003901,ENSLOCG00000012343,ENSDARG00000110654,ENSOMEG00000003901,DOWN,112158423,Oryzias melastigma,WD repeat domain 21(wdr21),wdr21
FQA47_000643,253.9144741,-0.336444387,0.144958675,-2.320967595,0.020288593,0.419122859,ENSXMAG00000005092,ENSOMEG00000005342,ENSLOCG00000010374,ENSDARG00000004774,ENSOMEG00000005342,DOWN,112162979,Oryzias melastigma,WD repeat domain 36(wdr36),wdr36
FQA47_006842,65.96903897,0.598369059,0.264951428,2.258410399,0.023920085,0.447434481,ENSXMAG00000012923,ENSOMEG00000007051,ENSLOCG00000013969,ENSDARG00000077698,ENSOMEG00000007051,UP,112145846,Oryzias melastigma,radical S-adenosyl methionine domain containing 1(rsad1),rsad1
FQA47_012684,205.7061657,-0.656322106,0.200337583,-3.276080785,0.001052584,0.089047845,ENSXMAG00000028206,ENSOMEG00000007937,ENSLOCG00000015904,ENSDARG00000103566,ENSOMEG00000007937,DOWN,112157546,Oryzias melastigma,translocase of outer mitochondrial membrane 20b(tomm20b),tomm20b
FQA47_002823,314.2777651,-0.587001379,0.246876891,-2.377708895,0.017420573,0.391331141,ENSXMAG00000027687,ENSOMEG00000013993,ENSLOCG00000013922,ENSDARG00000035741,ENSOMEG00000013993,DOWN,112137503,Oryzias melastigma,solute carrier family 25 member 10b(slc25a10b),slc25a10b
FQA47_022176,222.5926251,-0.393442845,0.200260753,-1.96465278,0.049454439,0.599485022,ENSXMAG00000008025,ENSOMEG00000010020,ENSLOCG00000009130,ENSDARG00000045019,ENSOMEG00000010020,DOWN,112160149,Oryzias melastigma,"angio-associated, migratory cell protein(aamp)",aamp
FQA47_004520,228.0293136,-0.3550162,0.142256179,-2.495611809,0.012574012,0.335051904,ENSXMAG00000007413,ENSOMEG00000001798,ENSLOCG00000008911,ENSDARG00000090687,ENSOMEG00000001798,DOWN,112149184,Oryzias melastigma,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2(rcbtb2),rcbtb2
FQA47_016527,265.5538785,-0.430993406,0.192098086,-2.243611143,0.024857432,0.452812967,ENSXMAG00000017411,ENSOMEG00000003698,ENSLOCG00000010168,ENSDARG00000005891,ENSOMEG00000003698,DOWN,112153184,Oryzias melastigma,NADH-cytochrome b5 reductase 3(LOC112153184),LOC112153184
FQA47_012197,423.7245555,0.31924438,0.142183745,2.245294504,0.024749233,0.452231721,ENSXMAG00000006601,ENSOMEG00000021493,ENSLOCG00000005232,ENSDARG00000091712,ENSOMEG00000021493,UP,112144113,Oryzias melastigma,myelin associated glycoprotein(mag),mag
FQA47_016336,207.8348308,-0.566686659,0.242426414,-2.33756153,0.019410006,0.41143379,ENSXMAG00000026636,ENSOMEG00000007544,ENSLOCG00000014738,ENSDARG00000042856,ENSOMEG00000007544,DOWN,112144345,Oryzias melastigma,inositol-trisphosphate 3-kinase A(itpka),itpka
FQA47_017019,276.1534012,-0.471210333,0.238021725,-1.97969464,0.047737851,0.591663101,ENSXMAG00000026899,ENSOMEG00000005563,ENSLOCG00000015935,ENSDARG00000088813,ENSOMEG00000005563,DOWN,112151759,Oryzias melastigma,"protein phosphatase 1, regulatory subunit 3Ab(ppp1r3ab)",ppp1r3ab
FQA47_006589,56.01989225,0.566614158,0.254700125,2.224632427,0.026105924,0.465555107,ENSXMAG00000003167,ENSOMEG00000001641,ENSLOCG00000003861,ENSDARG00000101280,ENSOMEG00000001641,UP,112160803,Oryzias melastigma,vesicle amine transport 1-like(vat1l),vat1l
FQA47_008301,13.51675298,1.564102306,0.704247984,2.220953897,0.026354084,0.467542213,ENSXMAG00000023842,ENSOMEG00000016522,ENSLOCG00000010045,ENSDARG00000055437,ENSOMEG00000016522,UP,112160611,Oryzias melastigma,uncharacterized LOC112160611(LOC112160611),LOC112160611
FQA47_002683,205.8774007,-0.412477264,0.193834939,-2.127982018,0.033338575,0.513401917,ENSXMAG00000000045,ENSOMEG00000003932,ENSLOCG00000002280,ENSDARG00000104278,ENSOMEG00000003932,DOWN,112137728,Oryzias melastigma,solute carrier family 2 member 8(slc2a8),slc2a8
FQA47_006154,191.2687414,-0.755551652,0.210688889,-3.586101079,0.000335659,0.044112596,ENSXMAG00000003024,ENSOMEG00000007313,ENSLOCG00000011010,ENSDARG00000027078,ENSOMEG00000007313,DOWN,112160003,Oryzias melastigma,cyclin Pas1/PHO80 domain containing 1(cnppd1),cnppd1
FQA47_012386,1637.547559,0.291761264,0.131573777,2.217472738,0.026590804,0.468596028,ENSXMAG00000005438,ENSOMEG00000006676,ENSLOCG00000012598,ENSDARG00000076928,ENSOMEG00000006676,UP,112157114,Oryzias melastigma,tet methylcytosine dioxygenase 2(tet2),tet2
FQA47_010641,217.404413,-0.459254477,0.192376427,-2.387270026,0.016974019,0.387611182,ENSXMAG00000021448,ENSOMEG00000016855,ENSLOCG00000007721,ENSDARG00000074634,ENSOMEG00000016855,DOWN,112157092,Oryzias melastigma,kelch-like ECH-associated protein 1b(keap1b),keap1b
FQA47_012628,246.989221,-0.700523418,0.243780595,-2.873581546,0.004058463,0.191908892,ENSXMAG00000020382,ENSOMEG00000008972,ENSLOCG00000016581,ENSDARG00000075132,ENSOMEG00000008972,DOWN,112150318,Oryzias melastigma,fumarate hydratase(fh),fh
FQA47_021563,185.1724081,-0.505122366,0.21489753,-2.350526627,0.018746866,0.404307842,ENSXMAG00000022404,ENSOMEG00000020520,ENSLOCG00000015928,ENSDARG00000025346,ENSOMEG00000020520,DOWN,112152460,Oryzias melastigma,zinc finger protein 277(znf277),znf277
